Grupo,Medicamento,Claves,Descripcion_Indicaciones_Dosis,Generalidades,Riesgo_Embarazo,Efectos_Adversos,Contraindicaciones_Precauciones,Interacciones
Grupo 20: Reumatología y Traumatología,ALOPURINOL,010.000.3451.00,"Oral. Adultos: Para prevenir ataques: 100 TABLETA mg/día, aumentar cada 7 días 100 mg, sin Gota primaria o exceder dosis máxima de 800 mg. Cada tableta contiene: secundaria. Gota 200 a 300 mg al día. Alopurinol 300 mg. Gota con tofos 400 a 600 mg /día. Hiperuricemia. 010.000.3451.00 Envase con 20 tabletas. Niños: Hiperuricemia secundaria a procesos malignos. De 6 a 10 años 300 mg/día en tres dosis. Menores de 6 años: 50 mg tres veces al día.","Reduce la producción de ácido úrico inhibiendo las reacciones bioquímicas que preceden a su formación. 3 jueves, 08 de noviembre de 2018",C,"Exantema, náusea, vómito, diarrea,, hepatotoxicidad, neuritis periférica, somnolencia, cefalea, agranulocitosis, anemia aplástica.","Contraindicaciones:Hipersensibilidad al fármaco, lactancia. Precauciones: Cataratas o enfermedad hepática o renal.","Los acidificantes de la orina favorecen la formación de cálculos renales. El alcohol, tiacidas y furosemida disminuye su efecto antigotoso. Las xantinas incrementan la teofilina sérica. Con anticoagulantes se potencializa el efecto anticoagulante, y con clorpropamida el efecto hipoglucemiante. Con antineoplásicos se aumenta el potencial para deprimir médula ósea. AZATIOPRINA"
Grupo 20: Reumatología y Traumatología,AZATIOPRINA,010.000.3461.00,"Inmunosupresión en Oral. trasplante renal. TABLETA Adultos: Como inmunosupresor para Lupus eritematoso transplante: de 1 a 5 mg/kg de peso Cada tableta contiene: sistémico. corporal diario. Azatioprina 50 mg. Dermatomiositis. Artritis reumatoide Otras afecciones: 3 mg/kg de peso 010.000.3461.00 Envase con 50 tabletas. grave resistente a corporal/día, la dosis se reduce de otros tratamientos. acuerdo con la respuesta y la tolerancia.","Altera el metabolismo de las purinas e inhibe la síntesis de DNA, RNA y proteínas.",D,"Anorexia, náusea, vómito, leucopenia, anemia, pancitopenia, infecciones, hemorragias, hepatotoxicidad, reacciones de hipersensibilidad.","Contraindicaciones: Hipersensibilidad al fármaco, tratamiento previo con agentes alquilantes. Precauciones: Disfunción hepática, infecciones sistémicas.",Con el alopurinol se inhibe su biotransformación y aumentan sus efectos adversos. Puede antagonizar el bloqueo neuromuscular producido por pancuronio. BETAMETASONA
Grupo 20: Reumatología y Traumatología,BETAMETASONA,010.000.2141.00,"Intramuscular, intravenosa o SOLUCIÓN INYECTABLE intraarticular. Cada ampolleta o frasco Procesos inflamatorios Adultos: 0.5 a 9 mg/ día. ámpula contiene: Fosfato graves. Inmunosupresión. Embarazadas: sódico de betametasona 5.3 mg Reacciones alérgicas. Intramuscular: 12 mg 36 a 48 equivalente a 4 mg de Prevención del síndrome horas antes del parto betametasona. de insuficiencia respiratoria prematuro. neonatal. Envase con un frasco ámpula o Niños: 625 µg a 3.75 mg/ m2 010.000.2141.00 una ampolleta con 1 ml. de superficie corporal/ día, administrar cada 12 horas.","Estimula la transcripción del RNAm, con aumento de la síntesis proteica de enzimas e indirectamente bloquea a la fosfolipasa A2 inhibiendo la síntesis de prostaglandinas, tromboxanos y leucotrienos.",C,"4 jueves, 08 de noviembre de 2018 Irritación gástrica, úlcera péptica, euforia, insomnio, hipokalemia, hiperglucemia, aumenta la susceptibilidad a infecciones, osteoporosis, glaucoma, hipertensión arterial. En niños se puede detener el crecimiento y desarrollo con el uso crónico.","Contraindicaciones: Hipersensibilidad al fármaco, diabetes mellitus, glaucoma, infecciones graves, irritación gastrointestinal, osteoporosis, hipertensión arterial, Síndrome de Cushing, miastenia gravis, psicosis, convulsiones.","Disminuye su efecto con: fenobarbital, fenitoína, rifampicina al aumentar su biotransformación. Aumenta la irritación gastrointestinal con antiinflamatorios no esteroideos y alcohol. Incrementa la hipokalemia producida por tiacidas y furosemide. CELECOXIB"
Grupo 20: Reumatología y Traumatología,CELECOXIB,010.000.5505.00; 010.000.5506.00,CÁPSULA Cada cápsula contiene: Celecoxib 100 mg. Oral. Artritis reumatoide. 010.000.5505.00 Envase con 20 cápsulas. Adulto: Una o dos CÁPSULA Dolor postoperatorio. cápsulas cada 12 ó Osteoartritis. 24 horas. Cada cápsula contiene: Celecoxib 200 mg. 010.000.5506.00 Envase con 10 cápsulas.,"Analgésico y antiinflamatorio no esteroideo (AINE) que inhibe selectivamente a la enzima ciclooxigensa-2 (COX- 2). Se absorbe casi completamente por vía oral, se une 97 % a las proteínas del plasma, se biotransforma extensamente en el hígado y los metabolitos inactivos se eliminan en bilis (27 %) y orina (57 %). Se excreta en orina menos del 3 %. Vida media de 11 horas.",C,"Dolor abdominal, diarrea, dispepsia, flatulencia, náusea, dolor lumbar, edema, cefalea, vértigo, rinitis, fariangitis y sinusitis. En menos del 2 % de los pacientes se presenta melena, hipertensión, anemia y reacciones alérgicas y en menos del 0.1 % perforación gastrointestinal, hepatitis, arritmias y daño renal.","Contraindicaciones: Hipersensibilidad al fármaco y a los antiinflamatorios no esteroideos. Precauciones: Utilizar bajo estricta vigilancia médica y no exceder las dosis superiores recomendadas, especialmente en pacientes con insuficiencia hepática, insuficiencia cardiaca y renal y antecedentes de enfermedad ácido-péptica.",Aumenta los efectos adversos de otros AINEs y de anticoagulantes. Contrarresta el efecto de antihipertensivos.
Grupo 20: Reumatología y Traumatología,CERTOLIZUMAB PEGOL,010.000.5795.00,"Subcutánea. Adultos: Enfermedad de Crohn: 400 mg inicialmente (administrados en 2 inyecciones de 200 mg cada una) y en las semanas 2 y 4; posteriormente, 400 mg cada 4 semanas. Enfermedad de Crohn. Artritis Reumatoide: 400 mg inicialmente (administrados en 2 inyecciones de 200 mg cada SOLUCIÓN Artritis una) y en las semanas 2 y 4; posteriormente, 200 INYECTABLE Reumatoide mg cada dos semanas. En combinación con con respuesta metotrexato. Para dosis de mantenimiento se Cada jeringa prellenada inadecuada a puede considerer 400 mg cada 4 semanas. contiene: Certolizumab FARMEs En combinación con metotrexato. pegol 200 mg. tradicionales. Espondiloartritis axial: 400 mg (administrada en 2 010.000.5795.00 Envase con 2 jeringas Espondiloartritis inyecciones subcutáneas de 200 mg cada una) prellenadas con 1 ml. Axial. inicialmente y en las semanas 2 y 4, posteriormente la dosis de mantenimiento es de Artritis 200 mg cada dos semanas o 400 mg cada 4 Psoriásica. semanas. Artritis Psoriásica: 400 mg (administrada en 2 inyecciones por vía subcutánea de 200 mg cada una) inicialmente y en las semanas 2 y 4; posteriormente 200 mg cada dos semanas. Para dosis de mantenimiento se puede considerer 400 mg cada 4 semanas",Certolizumab pegol tiene una alta afinidad por el TNFα humano al que se une con una constante de disociación (KD) de 90 pM. El TNFα es una citoquina clave proinflamatoria que desempeña un papel fundamental en los procesos inflamatorios. Certolizumab pegol neutraliza de forma selectiva el TNFα (CI90 de 4 ng/ml para la inhibición in vitro del TNFα de origen humano en un ensayo de citotoxicidad con células L929 de fibrosarcoma murino) pero no neutraliza la linfotoxina α (TNFβ).,B,": Infecciones bacterianas y víricas, trastornos eosinofílicos, leucopenia incluyendo neutropenia, linfopenia, dolores de cabeza incluyendo migraña, hipertensión, nausea, hepatitis incluyendo aumento de las enzimas hepáticas, exantema, pirexia, dolor, astenia, prurito, reacciones en el lugar de la inyección.","Contraindicaciones: Hipersensibilidad al biológico. Tuberculosis activa u otras infecciones graves como sepsis o infecciones oportunistas. Insuficiencia cardiaca de moderada a grave. Precauciones: Los pacientes deben ser estrechamente vigilados para detectar signos y síntomas de infecciones incluyendo tuberculosis antes, durante y después del tratamiento con Certolizumab pegol. Debido a que la eliminación de Certolizumab pegol puede llevar hasta 5 meses, la vigilancia debe continuar a lo largo de todo este periodo. Antes de iniciar el tratamiento con Certolizumab pegol., se debe evaluar en todos los pacientes la existencia de tuberculosis activa o inactiva (latente). Esta evaluación debe incluir una historia médica detallada para los pacientes con antecedentes personales de tuberculosis o posible exposición previa a pacientes con tuberculosis activa y tratamiento inmunosupresor previo y/o actual. Se deben realizar pruebas de detección adecuadas, por ej. Prueba cutánea de la tuberculina y radiografía de tórax, en todos los pacientes (aplicando las recomendaciones locales). Se recomienda anotar la realización de estas pruebas en la tarjeta de alerta para el paciente. Se recuerda a los médicos el riesgo de falsos negativos en la prueba cutánea de la tuberculina, especialmente en pacientes que están gravemente enfermos o inmunodeprimidos. Los portadores del VHB que necesiten tratamiento con 6 jueves, 08 de noviembre de 2018 Certolizumab pegol deben ser cuidadosamente monitorizados para detectar cualquier signo y/o síntoma de infección activa por VHB durante el tratamiento y durante los meses siguientes a la finalización del tratamiento. Los pacientes tratados con Certolizumab pegol pueden ser vacunados, excepto con vacunas vivas. No se dispone de datos sobre la respuesta a vacunas vivas o sobre la transmisión secundaria de infecciones por vacunas vivas en pacientes que reciben Certolizumab pegol. Las vacunas vivas no deben administrarse conjuntamente con Certolizumab pegol.","Basándose en un análisis farmacocinético poblacional, el tratamiento concomitante con metotrexato, corticosteroides, antiinflamatorios no esteroideos (AINEs) y analgésicos no mostró efectos sobre la farmacocinética de certolizumab pegol. No está recomendada la combinación de Certolizumab pegol y anakinra o abatacept. La administración conjunta de Certolizumab pegol con metotrexato no tuvo efecto significativo sobre la farmacocinética de metotrexato. En una comparativa entre ensayos la farmacocinética de certolizumab pegol pareció similar a la observada previamente en sujetos sanos. COLÁGENA-POLIVINILPIRROLIDONA"
Grupo 20: Reumatología y Traumatología,COLÁGENA-POLIVINILPIRROLIDONA,010.000.3999.00; 010.000.3999.01,"SOLUCIÓN INYECTABLE Intralesional. Cada mililitro contiene: Consolidación Niños, adolescentes y adultos: Colágena-polivinilpirrolidona 141.3 mg. ósea en fracturas Fracturas: 1.5 ml semanal, equivalente a 8.33 mg. de colágena o pseudoartrosis. durante 8 semanas. Pseudoartrosis: 1.5 ml semanal, 010.000.3999.00 Envase con 1.5 ml. durante 10 semanas. 010.000.3999.01 Envase con 4 ml.",Colágena-polivinilpirrolidona actúa a nivel de fibroblastos y macrófagos modulando el metabolismo de la colágena.,C,"Ninguno de interés clínico, excepto ardor durante la aplicación.","Contraindicaciones: Hipersensibilidad al fármaco. Precauciones. Valorar el uso de colágena-polivinilpirrolidona sobre áreas de infección, en caso de hacerlo aplicar antibioticoterapia vía sistémica.",Ninguna de interés clínico. COLCHICINA
Grupo 20: Reumatología y Traumatología,COLCHICINA,010.000.3409.00,"TABLETA Oral. Cada tableta contiene: Ataque agudo de gota Adultos: Fase aguda: 1 mg cada una a dos Colchicina 1 mg. o su prevención. horas (máximo, 7 mg en 24 horas). 010.000.3409.00 Envase con 30 tabletas. Fase crónica 1 mg diario.","Reduce la movilidad leucocitaria, la fagocitosis y la producción de ácido láctico, disminuye la formación de depósitos de cristales de uratos y la inflamación.",D,"Anemia aplástica, agranulocitosis y con uso prolongado púrpura no trombocitopénica, neuritis periférica, choque hematuria, oliguria, depresión del sistema nervioso central, diarrea, náusea y vómito.","Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: Disfunción hepática, cardiopatías, discrasias sanguíneas, enfermedad renal, trastornos genitourinarios, ancianos.",7
Grupo 20: Reumatología y Traumatología,DICLOFENACO,010.000.3417.00; 010.000.5501.00,CÁPSULA O GRAGEA DE LIBERACIÓN Oral. PROLONGADA Procesos Adultos: 100 mg cada 24 inflamatorios Cada gragea contiene: horas. La dosis de severos como: Diclofenaco sódico 100 mg. mantenimiento se debe Artritis ajustar a cada paciente. reumatoide. 010.000.3417.00 Envase con 20 cápsulas o grageas. Dosis máxima 200 mg/día. Espondiloartritis SOLUCIÓN INYECTABLE Intramuscular profunda. anquilosante. Cada ampolleta contiene: Adultos: Una ampolleta de 75 Espondiloartrosis. Diclofenaco sódico 75 mg. Osteoartritis. mg cada 12 ó 24 horas. No administrar por más de dos 010.000.5501.00 Envase con 2 ampolletas con 3 ml. días.,"Acción antiinflamatoria, analgésica y antipirética por inhibición de la síntesis de prostaglandinas. Bloquea migración leucocitaria y altera procesos inmunológicos en los tejidos.",B,"Náusea, vómito, irritación gástrica, diarrea, dermatitis, depresión, cefalea, vértigo, dificultad urinaria, hematuria.","Contraindicaciones: Hipersensibilidad al fármaco, lactancia, trastornos de la coagulación, asma, úlcera péptica, insuficiencia hepática y renal, hemorragia gastrointestinal, enfermedad cardiovascular. Recomendaciones: En ancianos y adultos de bajo peso corporal. En tratamiento prolongado vigilar función medular, renal y hepática.","Con ácido acetil salicílico, otros AINE, anticoagulantes se incrementa los efectos adversos. Puede elevar el efecto tóxico del metrotexato litio y digoxina. Inhibe el efecto de los diuréticos e incrementa su efecto ahorrador de potasio. Altera los requerimientos de insulina e hipoglucemiantes orales."
Grupo 20: Reumatología y Traumatología,ETANERCEPT,010.000.4510.00; 010.000.4510.01; 010.000.4511.00; 010.000.4511.01; 010.000.4511.02,"SOLUCIÓN INYECTABLE Subcutánea. Cada frasco ámpula contiene: Adultos: Etanercept 25 mg. Artritis reumatoide: 25 mg dos veces por semana. 50 mg por semana. En combinación con metotrexato. Espondilitis anquilosante: 25 mg dos veces Artritis 010.000.4510.00 Envase con 4 frascos ámpula, por semana. 50 mg por semana. Reumatoide 4 jeringas con 1 ml de diluyente y 8 almohadillas con Psoriasis: Iniciar con 50 mg dos veces por respuesta 010.000.4510.01 Envase 4 jeringas prellenadas semana hasta la semana 12 y a partir de inadecuada a con 0.5 ml. la 13ª continuar con 50 mg a la semana FARMEs SOLUCIÓN INYECTABLE hasta conseguir la remisión, durante un tradicionales. periodo máximo de 24 semanas. Cada envase contiene: Espondilitis Etanercept 50 mg. Niños: anquilosante. Artritis reumatoide: 0.4 mg/kg de peso Psoriasis. corporal hasta un máximo de 25 mg, dos veces por semana, separada cada dosis 010.000.4511.00 Envase con 2 frascos ámpula, por 3 ó 4 días. 2 jeringas con 1 ml de diluyente. 010.000.4511.01 Envase con 2 jeringas Psoriasis: 0.8 mg/kg de peso corporal prellenadas con 1 ml. hasta un máximo de 50 mg, una vez a la 010.000.4511.02 Envase con 2 plumas semana durante un máximo de 24 prellenadas con 1 ml. semanas.",Es una proteina dimerica de fusión del receptor p 75 Fc del factor de necrosis tumoral humano.Iinhibe el Factor de Necrosis Tumoral interrumpiendo la cascada inflamatoria característica de la Artritis Reumatoide. En el caso de la Psoriasis inhibe el Factor de Necrosis Tumoral inhibiendo la proliferación de queratinocitos.,C,"Fiebre, prurito, urticaria, trombositopenia, anemia leucopenia, pancitopenia, convulsiones, angioedema. Anemia aplásica, eritema, prurito, dolor o inflamación en el sitio de la inyección. Formación de anticuerpos.","Contraindicaciones: Hipersensibilidad al fármaco, sepsis, infecciones, discracias sanguineas. Precauciones: En pacientes con: historia de discrasias sanguíneas previas, con enfermedad desmielinizante del SNC pre-existente o de inicio reciente, con insuficiencia cardiaca congestiva, antecedentes de infecciones recurrentes o crónicas. No administrar vacunas vivas concurrentemente con etanercept.",Ninguna de importancia clínica.
Grupo 20: Reumatología y Traumatología,GOLIMUMAB,010.000.5950.00; 010.000.6154.00,"Subcutánea. SOLUCIÓN INYECTABLE Adultos Cada pluma precargada Artritis Reumatoide: 50 mg una vez al mes. contiene: Deberá administrarse en combinación con Golimumab 50 mg metotrexato. Envase con una pluma Artritis 010.000.5950.00 precargada Reumatoide Artritis Psoriásica: 50 mg una vez al mes. Sólo o en combinación con metotrexato. con 0.5 ml. con respuesta inadecuada a Espondilitis anquilosante: 50 mg una FARMEs vez al mes tradicionales. Artritis Psoriásica Colitis ulcerosa Espondilitis SOLUCIÓN INYECTABLE anquilosante Adultos: Cada pluma precargada Colitis Pacientes con peso corporal inferior a contiene: ulcerosa. 80 kg. Se administra como una dosis inicial Golimumab 100 mg de 200 mg, seguido de 100 mg en la semana 2, y posteriormente 50 mg cada 4 semanas. Envase con una pluma 010.000.6154.00 precargada Pacientes con peso corporal superior o igual con 1 ml. a 80 kg. Se administra como una dosis inicial de 200 mg seguido de 100 mg en la semana 2, y posteriormente 100 mg cada 4 semanas",Anticuerpo monoclonal IgG1k humano producido mediante una línea celular hibrida murina con tecnología de ADN recombinante.,B,"Infecciones de vías aéreas superiores, infecciones bacterianas y virales, anemia, leucopenia y trombocitopenia, mareo, parestesias, hipertensión, estreñimiento, alopecia, pirexia, reacción en el sitio de la inyección.","Contraindicaciones: Hipersensibilidad al fármaco. Pacientes con una infección activa clínicamente importante. Precauciones: Infecciones, tuberculosis activa, reactivación del virus de hepatitis B, insuficiencia cardiaca congestiva, eventos neurológicos. No deben aplicarse vacunas virales vivas durante el uso de Golimumab.",No se han realizado estudios específicos. HIALURONATO DE SODIO
Grupo 20: Reumatología y Traumatología,HIALURONATO DE SODIO,010.000.6019.00,"SOLUCIÓN INYECTABLE Cada jeringa prellenada Intraarticular. Coadyuvante al contiene: tratamiento de la Hialuronato de sodio 25 mg. Adultos: 25 mg por semana durante 5 osteoartrosis de semanas consecutivas, esto constituye un rodilla. Envase con una jeringa ciclo de tratamiento. 010.000.6019.00 prellenada con 2.5. ml.","El ácido hialurónico es un polisacárido presente en el tejido conectivo que constituye las articulaciones, como es el cartílago articular, la membrana sinovial y el líquido sinovial. Los proteoglicanos son, también, parte fundamental 10 jueves, 08 de noviembre de 2018 del cartílago articular se unen al ácido hialurónico, formando agregados macromoleculares, que a su vez se combinan con estructuras reticulares de colágena tipo II dando lugar a la matriz del cartílago articular, la cual juega un importante papel en: la retención de agua, resistencia a la carga y el movimiento articular.",C,"Dolor después de la aplicación, hinchazón, exantema tipo urticaria, prurito, edema, rubor, sensación de calor, sensación de pesadez en el sitio de la inyección.","Contraindicaciones: Hipersensibilidad al fármaco. Precauciones: El resultado de la investigación experimental señala que no se evidenció teratogénesis, mutagénesis, ni carcinogénesis.","En general no presenta. Sin embargo, el uso de antisépticos locales como la clorhexidina y las sales de amonio cuaternario, incluyendo cloruro de benzalconio debe ser evitado ya que puede causar la precipitación del hialurato de sodio. INDOMETACINA"
Grupo 20: Reumatología y Traumatología,INDOMETACINA,010.000.3413.00,CÁPSULA Rectal. Antiinflamatorio en procesos articulares o periarticulares Cada cápsula contiene: Adultos: 100 mg dos veces al agudos y crónicos. Indometacina 25 mg. día. Oral. Adultos: 25 a 50 mg tres Utero-inhibidor. 010.000.3413.00 Envase con 30 cápsulas. veces al día.,"Produce su efecto antiinfamatorio, analgésico y antipirético por inhibición de las síntesis de prostaglandinas.",B,"Náusea, vómito, dolor epigástrico, diarrea, cefalea, vértigo, reacciones de hipersensibilidad, hemorragia gastrointestinal.","Contraindicaciones: Hipersensibilidad al fármaco y a AINEs, lactancia, hemorragia gastrointestinal, epilepsia, enfermedad de Parkinson, trastornos psiquiátricos, asma bronquial, menores de 14 años y padecimientos ano- rectales.","Incrementa la toxicidad del litio, reduce los efectos de furosemida e incrementa el efecto de anticoagulantes e hipoglucemiantes."
Grupo 20: Reumatología y Traumatología,INFLIXIMAB,010.000.4508.00,"SOLUCIÓN Intravenosa en infusión durante 2 horas. INYECTABLE Artritis reumatoide: dosis inicial de 3 El frasco ámpula con mg/kg, seguida de 3 mg/kg a las 2 y 6 liofilizado contiene: semanas, y después cada 8 semanas. En Infliximab 100 mg. combinación con metotrexato. Artritis Reumatoide Espondilitis anquilosante y Artritis con respuesta psoriásica: 5 mg/kg, seguida de 5 mg/kg inadecuada a a las 2 y 6 semanas, y después cada 8 FARMEs tradicionales. semanas. Artritis psoriásica. Psoriasis: dosis inicial de 5 mg/kg, seguida Colitis ulcerativa. de 5 mg/kg a las 2 y 6 semanas, y Espondilitis después cada 8 semanas. anquilosante. Psoriasis. Colitis ulcerativa: dosis inicial de 5 mg/kg, seguida de 5 mg/kg a las 2 y 6 semanas, y después cada 8 semanas. Administrar diluido en soluciones 010.000.4508.00 Envase con un frasco intravenosas envasadas en frascos de ámpula con liofilizado e vidrio. instructivo.",Anticuerpo monoclonal del factor alfa de necrosis tumoral. Tiene un volumen de distribución de 3 L y una vida media de 8-9.5 días.,B,"Dolor abdominal, náusea y vómito son comunes. Reacciones de hipersensibilidad, infecciones por hongos y oportunistas, síndrome de lupus y deterioro de la insuficiencia cardiaca.","Contraindicaciones: Hipersensibilidad al fármaco, insuficiencia cardiaca congestiva grave. Precauciones: Insuficiencia cardiaca leve, infección activa, tuberculosis y trastornos convulsivos.",Los corticoesteroides incrementan el volumen de distribución. LEFLUNOMIDA
Grupo 20: Reumatología y Traumatología,LEFLUNOMIDA,010.000.4514.00; 010.000.4515.00,COMPRIMIDO Cada comprimido contiene: Leflunomida 20 mg. Oral. 010.000.4514.00 Envase con 30 comprimidos. Artritis reumatoide Adultos: Iniciar con dosis de carga de COMPRIMIDO activa en adultos. 100 mg/día durante tres días. Dosis de mantenimiento: 20 mg/día. Cada comprimido contiene: Leflunomida 100 mg. 010.000.4515.00 Envase con 3 comprimidos.,"El metabolito activo de la leflunomida el M1 (A771726) retarda el desarrollo del ciclo celular de las células blanco en diferentes fases. El M1 inhibe la proliferación de las células T y la síntesis de DNA in vitro después de la estimulación por mitógenos. Inhibe la proliferación estimulada por mitógenos de las células sanguíneas 12 jueves, 08 de noviembre de 2018 mononucleares periféricas de humanos (PBMCs) así como la proliferación de líneas celulares transformadas de humano y de murinos de manera dependiente de la dosis.",X,Contraindicaciones y Precauciones,"Contraindicaciones: Hipersensibilidad al fármaco y a los componentes de la fórmula. Insuficiencia hepática grave. Inmunodeficiencia grave (VIH/ SIDA). Displasia de la médula ósea., Infecciones graves o crónicas no controladas. Precauciones: Insuficiencia renal , discrasias sanguíneas, supresión de medula ósea.","La administración de colestiramina o carbón activado reduce las concentraciones plasmáticas del M1. No se recomienda la vacunación con vacunas de organismos vivos. Cuando se esté considerando la administración de alguna vacuna viva después de haber suspendido el tratamiento con leflunomida, debe tomarse en cuenta la prolongada vida media de ésta. MELOXICAM Dosis y Vías de"
Grupo 20: Reumatología y Traumatología,MELOXICAM,010.000.3421.00; 010.000.3423.00,Administración SUSPENSIÓN ORAL Cada 100 ml contienen: Oral. Meloxicam 0.150 g. Artritis reumatoide. Osteoartritis. Adultos y mayores de Espondilitis. 010.000.3421.00 Envase con 40 ml y pipeta 12 años: 15 mg cada 24 dosificadora de 5 ml. Artritis gotosa. horas. Padecimientos inflamatorios agudos y TABLETA crónicos no reumáticos. Niños: Dosis máxima: Procesos inflamatorios agudos no Cada tableta contiene: 0.25 mg/kg de peso bacterianos de vías aéreas superiores. Meloxicam 15 mg. corporal/ día. 010.000.3423.00 Envase con 10 tabletas.,"Antiinflamatorio no esteroideo de la familia del oxicam, que inhibe en forma selectiva a la ciclooxigenasa 2 (COX- 2).",C,"Reacción de hipersensibilidad, diarrea, dolor abdominal, náusea, vómito y flatulencia. Puede producir sangrado por erosión, ulceración y perforación en la mucosa gastrointestinal.","Contraindicaciones: Hipersensibilidad al fármaco y al ácido acetilsalicílico, irritación gastrointestinal, úlcera péptica.",Disminuye el efecto antihipertensivo de inhibidores de la ECA y beta bloqueadores. Con colestiramina disminuye su absorción. Con otros AINEs aumentan los efectos adversos. Puede aumentar los efectos de los anticoagulantes y metotrexato. Con diuréticos puede producir insuficiencia renal aguda. METOCARBAMOL
Grupo 20: Reumatología y Traumatología,METOCARBAMOL,010.000.3444.00,TABLETA Adyuvante en Oral. Cada tableta contiene: trastornos músculo Metocarbamol 400 mg. esqueléticos dolorosos Adultos y niños mayores de 12 años: 2 agudos. tabletas cada 6 horas. 010.000.3444.00 Envase con 30 tabletas.,"Relajante del músculo esquelético, reduce la transmisión de impulsos de la médula espinal al músculo esquelético.",C,"13 jueves, 08 de noviembre de 2018 Mareo, náusea, somnolencia, bradicardia, hipotensión arterial, cefalea, fiebre y manifestaciones de alergia.","Contraindicaciones: Hipersensibilidad al fármaco, miastenia gravis.","Con alcohol, ansiolíticos, antipsicóticos, opiáceos, antidepresivos tricíclicos y depresores del sistema nervioso central (SNC), aumenta la depresión del SNC. NAPROXENO"
Grupo 20: Reumatología y Traumatología,NAPROXENO,010.000.3407.00,"Dolor e inflamación Oral. TABLETA aguda. Artritis reumatoide. Adultos: 500 a 1500 mg en 24 horas. Oral. Cada tableta contiene: Osteoartritis. Naproxeno 250 mg. Espondilitis Niños: 10 mg/kg de peso corporal dosis anquilosante. inicial, seguida por 2.5 mg/kg de peso 010.000.3407.00 Envase con 30 tabletas. Tendinitis. corporal cada 8 horas. Dosis máxima 15 Bursitis. mg/kg de peso corporal/día.","Su efecto antinflamatorio, analgésico y antipirético probablemente se debe a la inhibición de la síntesis de prostaglandinas.",B,"Náusea, irritación gástrica, diarrea, vértigo, cefalalgia, hipersensibilidad cruzada con aspirina y otros antiinflamatorios no esteroides.","Contraindicaciones: Hipersensibilidad al fármaco, hemorragia gastrointestinal, úlcera péptica, insuficiencia renal y hepática, lactancia.","Compite con los anticoagulantes orales, sulfonilureas y anticonvulsivantes por las proteínas plasmáticas. Aumenta la acción de insulinas e hipoglucemiantes y los antiácidos disminuyen su absorción. ORFENADRINA"
Grupo 20: Reumatología y Traumatología,ORFENADRINA,010.000.3443.00,"SOLUCIÓN INYECTABLE Intramuscular. Contractura Cada ampolleta contiene: Citrato de muscular orfenadrina 60 mg. Adultos: 60 mg cada 12 horas, postraumática. según sea necesario. 010.000.3443.00 Envase con 6 ampolletas de 2 ml.",Reduce la transmisión de impulsos de la médula espinal al músculo esquelético.,C,"Sequedad de la boca, palpitaciones, retención urinaria, cefalea, hipotensión ortostática, visión borrosa, estreñimiento, náusea, vómito.","Contraindicaciones: Hipersensibilidad al fármaco, úlcera péptica, glaucoma, obstrucción pilórica o duodenal, hipertrofia prostática, miastenia gravis, enfermedad hepática o renal grave.",Con alcohol y depresores del SNC aumenta la depresión del sistema nervioso. Con antimuscarínicos aumentan efectos adversos.
Grupo 20: Reumatología y Traumatología,PIROXICAM,010.000.3415.00,"Oral. CÁPSULA O TABLETA Osteoartritis. Adultos: 20 mg al día, dosis Cada cápsula o tableta contiene: Artritis reumatoide. única tomada después del Piroxicam 20 mg. Espondilitis anquilosante. desayuno. Gota aguda. 010.000.3415.00 Envase con 20 cápsulas o Dolor postquirúrgico. En algunos casos la dosis de tabletas. Dismenorrea. mantenimiento puede ser de 10 mg al día.","Inhibe la biosíntesis de prostaglandinas, acción que depende de su efecto inhibitorio sobre la ciclooxigenasa.",C,"Náusea, vómito, diarrea, erupción cutánea, edema de extremidades , leucopenia, sangrado gastrointestinal, hematuria, trombocitopenia, anemia aplástica.","Contraindicaciones: Hipersensibilidad al fármaco o a otros antiinflamatorios no esteroides, insuficiencia renal severa, depresión de médula ósea, trastornos de la coagulación, úlcera gástrica y mayores de 65 años.","Aumenta el efecto de los anticoagulantes. Interactúa con otros depresores de la médula ósea, hepatotóxicos y nefrotóxicos aumentando los efectos adversos. SULINDACO"
Grupo 20: Reumatología y Traumatología,SULINDACO,010.000.5503.00,Artritis reumatoide. TABLETA O GRAGEA Oral. Artritis gotosa aguda. Bursitis. Cada tableta o gragea contiene: Adultos: Una a dos tabletas cada Espondilitis Sulindaco 200 mg. 24 horas. anquilosante. La dosis puede reducirse Tendinitis. 010.000.5503.00 Envase con 20 tabletas o grageas. cuando remiten los síntomas. Osteoartrítis.,"Su efecto antiinflamatorio, analgésico y antipirético, posiblemente se debe a inhibición de la síntesis de prostaglandinas.",B,"Náusea, vómito, diarrea, anorexia, úlcera péptica, palpitaciones, anemia, trombocitopenia, mareo, cefalea, tinitus, exantema.","Contraindicaciones: Hipersensibilidad al fármaco y a otros AINEs, úlcera péptica, hemorragia gastrointestinal, asma, pacientes con disfunción renal o cardiaca comprometida, hipertensión arterial sistémica, lactancia.","Con anticoagulantes aumenta el riesgo de sangrado, Con otros AINEs se incrementa la irritación gastrointestinal."
